region	dm_method	model	predictors_dict	selected_predictors	features_importance	fscore. mean	recall. mean
rV1	mi_rank	LREG	['SpeechRate_P', 'Gaze_movement_energy_P', 'SpeechActivity_P', 'AU_eyes_I', 'AU_all_I', 'AUs_mouth_I', 'Happy_I', 'Mouth_looks_P', 'TypeTokenRatio_P', 'Neutral_I', 'Saccades_P']	['SpeechRate_P_t5', 'Gaze_movement_energy_P_t4', 'Mouth_looks_P_t6', 'Gaze_movement_energy_P_t5', 'Gaze_movement_energy_P_t3', 'TypeTokenRatio_P_t4', 'LexicalRichness_P_t3', 'Saccades_P_t4', 'disc_IPU_P_t5', 'IPU_P_t6', 'IPU_P_t5', 'SpeechRate_P_t4', 'AUs_mouth_I_t4', 'SpeechRate_P_t3', 'AUs_mouth_I_t5', 'TypeTokenRatio_P_t3', 'AUs_mouth_I_t6', 'disc_IPU_P_t4', 'AUs_mouth_I_t3', 'AU_eyes_I_t3', 'AU_eyes_I_t4', 'IPU_P_t4', 'AU_eyes_I_t5', 'disc_IPU_P_t3', 'AU_all_I_t3', 'AU_eyes_I_t6', 'AU_all_I_t5', 'AU_all_I_t4', 'Neutral_I_t6', 'AU_all_I_t6', 'IPU_P_t3', 'Neutral_I_t5', 'Happy_I_t4', 'Happy_I_t5', 'Neutral_I_t4', 'Happy_I_t3', 'Happy_I_t6', 'Neutral_I_t3']	[0.16, 0.15, 0.15, 0.11, 0.08, 0.08, 0.07, 0.06, 0.06, 0.04, 0.02]	0.56	0.63
rV1	k_medoids	RF	['Happy_I', 'SpeechActivity_P', 'Neutral_I', 'AU_all_I', 'ReactionTime_P', 'AU_eyes_I', 'LexicalRichness_P', 'SpeechRate_P', 'Overlap_I']	['ReactionTime_P_t6', 'ReactionTime_P_t5', 'ReactionTime_P_t4', 'ReactionTime_P_t3', 'UnionSocioItems_P_t4', 'UnionSocioItems_P_t3', 'TypeTokenRatio_P_t3', 'AU_eyes_I_t6', 'AU_all_I_t6', 'disc_IPU_P_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'Happy_I_t6', 'Happy_I_t4', 'Happy_I_t3', 'Neutral_I_t4', 'Neutral_I_t3', 'Feedbacks_P_t6', 'LexicalRichness_P_t6', 'LexicalRichness_P_t4', 'SpeechRate_P_t3', 'IPU_P_t6', 'IPU_P_t4', 'IPU_P_t3', 'Overlap_I_t5']	[0.24, 0.21, 0.16, 0.09, 0.09, 0.08, 0.04, 0.03, 0.02]	0.58	0.6
lVMPFC	k_medoids	SVM	['ReactionTime_I', 'ReactionTime_P', 'Overlap_I', 'Subjectivity_I', 'Gaze_speed_P', 'SpeechActivity_I', 'AU_eyes_I', 'Saccades_P', 'AUs_mouth_I', 'Neutral_I', 'SpeechActivity_P', 'Polarity_P', 'Sad_I', 'LexicalRichness_I', 'Feedbacks_P', 'Subjectivity_P', 'TypeTokenRatio_P']	['Overlap_I_t6', 'Overlap_I_t5', 'Angry_I_t6', 'AU_all_I_t3', 'AU_all_I_t4', 'AU_all_I_t5', 'AU_all_I_t6', 'AU_eyes_I_t3', 'ReactionTime_P_t6', 'UnionSocioItems_P_t5', 'Smiles_I_t5', 'ReactionTime_P_t5', 'UnionSocioItems_P_t4', 'ReactionTime_P_t4', 'ReactionTime_P_t3', 'AU_eyes_I_t4', 'AUs_mouth_I_t3', 'AUs_mouth_I_t4', 'AUs_mouth_I_t5', 'AUs_mouth_I_t6', 'Feedbacks_P_t4', 'Mouth_looks_P_t6', 'Mouth_looks_P_t5', 'Saccades_P_t4', 'Saccades_P_t5', 'Mouth_looks_P_t3', 'Subjectivity_I_t3', 'Subjectivity_I_t4', 'Subjectivity_I_t5', 'Subjectivity_I_t6', 'Saccades_P_t6', 'Mouth_looks_P_t4', 'Sad_I_t5', 'Sad_I_t6', 'Sad_I_t3', 'TypeTokenRatio_P_t6', 'TypeTokenRatio_P_t5', 'LexicalRichness_P_t4', 'TypeTokenRatio_P_t4', 'Feedbacks_P_t3', 'LexicalRichness_P_t3', 'TypeTokenRatio_P_t3', 'UnionSocioItems_I_t3', 'SpeechRate_I_t3', 'UnionSocioItems_I_t4', 'LexicalRichness_I_t4', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t6', 'LexicalRichness_I_t6', 'IPU_P_t6', 'Subjectivity_P_t6', 'IPU_P_t5', 'Subjectivity_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'ReactionTime_I_t3', 'Gaze_speed_P_t6', 'ReactionTime_I_t4', 'Gaze_speed_P_t3', 'ReactionTime_I_t5', 'Gaze_speed_P_t4', 'ReactionTime_I_t6', 'Gaze_speed_P_t5', 'Sad_I_t4', 'Overlap_I_t3', 'Overlap_I_t4', 'Angry_I_t4', 'Polarity_I_t3', 'Neutral_I_t5', 'Neutral_I_t4', 'Angry_I_t3', 'Polarity_I_t5', 'Neutral_I_t6', 'Neutral_I_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'Polarity_P_t5', 'Happy_I_t6', 'Angry_I_t5', 'AU_eyes_I_t5', 'IPU_I_t5', 'TypeTokenRatio_I_t5', 'IPU_I_t6', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'Polarity_P_t3', 'Feedbacks_P_t6', 'AU_eyes_I_t6', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_I_t3', 'Feedbacks_P_t5']	[0.18, 0.1, 0.08, 0.08, 0.08, 0.06, 0.06, 0.04, 0.03, 0.03, 0.03, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02]	0.54	0.57
lVMPFC	k_medoids	LSTM	['Saccades_P', 'Sad_I', 'SpeechActivity_P', 'Smiles_I', 'SpeechRate_I', 'Happy_I', 'UnionSocioItems_P', 'Feedbacks_P', 'Neutral_I', 'SpeechActivity_I', 'Angry_I', 'LexicalRichness_P', 'AU_eyes_I', 'Overlap_I', 'LexicalRichness_I', 'AU_all_I', 'Gaze_speed_P', 'AUs_mouth_I', 'ReactionTime_P', 'Mouth_looks_P', 'TypeTokenRatio_I', 'TypeTokenRatio_P', 'UnionSocioItems_I', 'Polarity_P', 'Polarity_I', 'ReactionTime_I', 'Subjectivity_P', 'Subjectivity_I']	['disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3', 'Neutral_I_t6', 'Neutral_I_t5', 'Neutral_I_t4', 'Neutral_I_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'Saccades_P_t6', 'Saccades_P_t5', 'Saccades_P_t4', 'Saccades_P_t3', 'Smiles_I_t6', 'Smiles_I_t5', 'Smiles_I_t4', 'Smiles_I_t3', 'ReactionTime_P_t6', 'ReactionTime_P_t5', 'ReactionTime_P_t4', 'ReactionTime_P_t3', 'Gaze_speed_P_t6', 'Gaze_speed_P_t5', 'Gaze_speed_P_t4', 'Gaze_speed_P_t3', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'Angry_I_t6', 'Angry_I_t5', 'Angry_I_t4', 'Angry_I_t3', 'Sad_I_t6', 'Sad_I_t5', 'Sad_I_t4', 'Sad_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Mouth_looks_P_t6', 'Mouth_looks_P_t5', 'Mouth_looks_P_t4', 'Mouth_looks_P_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t4', 'Feedbacks_P_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'TypeTokenRatio_P_t6', 'TypeTokenRatio_P_t5', 'TypeTokenRatio_P_t4', 'TypeTokenRatio_P_t3', 'Happy_I_t6', 'Happy_I_t5', 'Happy_I_t4', 'Happy_I_t3', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'UnionSocioItems_P_t3', 'Polarity_I_t6', 'Polarity_I_t5', 'Polarity_I_t4', 'Polarity_I_t3', 'Polarity_P_t6', 'Polarity_P_t5', 'Polarity_P_t4', 'Polarity_P_t3', 'AU_all_I_t6', 'AU_all_I_t5', 'AU_all_I_t4', 'AU_all_I_t3', 'Subjectivity_P_t6', 'Subjectivity_P_t5', 'Subjectivity_P_t4', 'Subjectivity_P_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'Subjectivity_I_t6', 'Subjectivity_I_t5', 'Subjectivity_I_t4', 'Subjectivity_I_t3', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t4', 'LexicalRichness_P_t3', 'AU_eyes_I_t6', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t3']	[0.15182676911354065, 0.13597561419010162, 0.08753137290477753, 0.0749518871307373, 0.057396236807107925, 0.055289410054683685, 0.05102424696087837, 0.044199634343385696, 0.03932042792439461, 0.039272270165383816, 0.03834579139947891, 0.03187141567468643, 0.026003863662481308, 0.025144822895526886, 0.022944770753383636, 0.022513937205076218, 0.020281897857785225, 0.015997562557458878, 0.009962184354662895, 0.009433060884475708, 0.009172813966870308, 0.007381545379757881, 0.007250078022480011, 0.006734033580869436, 0.004232060629874468, 0.003607079852372408, 0.0016761731822043657, 0.0006590951816178858]	0.52	0.52
lVMPFC	k_medoids	MLP	['Angry_I', 'Polarity_I', 'SpeechActivity_I', 'LexicalRichness_P', 'Saccades_P', 'UnionSocioItems_I', 'Mouth_looks_P', 'Neutral_I', 'Polarity_P', 'SpeechActivity_P', 'Sad_I', 'Overlap_I', 'Happy_I', 'Gaze_speed_P', 'Feedbacks_P', 'ReactionTime_I', 'TypeTokenRatio_P', 'SpeechRate_I', 'AUs_mouth_I', 'TypeTokenRatio_I', 'LexicalRichness_I', 'UnionSocioItems_P']	['Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'UnionSocioItems_P_t3', 'AU_eyes_I_t6', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t3', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'Subjectivity_I_t6', 'Subjectivity_I_t5', 'Subjectivity_I_t4', 'Subjectivity_I_t3', 'Polarity_P_t6', 'Polarity_P_t5', 'Polarity_P_t4', 'Polarity_P_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'TypeTokenRatio_P_t6', 'TypeTokenRatio_P_t5', 'TypeTokenRatio_P_t4', 'TypeTokenRatio_P_t3', 'Saccades_P_t6', 'Saccades_P_t5', 'Saccades_P_t4', 'Saccades_P_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'AU_all_I_t6', 'AU_all_I_t5', 'AU_all_I_t4', 'AU_all_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Smiles_I_t6', 'Smiles_I_t5', 'Smiles_I_t4', 'Smiles_I_t3', 'Neutral_I_t6', 'Neutral_I_t5', 'Neutral_I_t4', 'Neutral_I_t3', 'Subjectivity_P_t6', 'Subjectivity_P_t5', 'Subjectivity_P_t4', 'Subjectivity_P_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'Sad_I_t6', 'Sad_I_t5', 'Sad_I_t4', 'Sad_I_t3', 'ReactionTime_P_t6', 'ReactionTime_P_t5', 'ReactionTime_P_t4', 'ReactionTime_P_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'Angry_I_t6', 'Angry_I_t5', 'Angry_I_t4', 'Angry_I_t3', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t4', 'Feedbacks_P_t3', 'Polarity_I_t6', 'Polarity_I_t5', 'Polarity_I_t4', 'Polarity_I_t3', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t4', 'LexicalRichness_P_t3', 'Mouth_looks_P_t6', 'Mouth_looks_P_t5', 'Mouth_looks_P_t4', 'Mouth_looks_P_t3', 'Happy_I_t6', 'Happy_I_t5', 'Happy_I_t4', 'Happy_I_t3', 'Gaze_speed_P_t6', 'Gaze_speed_P_t5', 'Gaze_speed_P_t4', 'Gaze_speed_P_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3']	[0.07, 0.07, 0.06, 0.06, 0.06, 0.05, 0.05, 0.05, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.03, 0.03, 0.03, 0.02, 0.02, 0.02, 0.02]	0.54	0.56
lVMPFC	mi_rank	RF	['AU_all_I', 'AUs_mouth_I', 'AU_eyes_I', 'Happy_I', 'Sad_I']	['Happy_I_t6', 'Sad_I_t3', 'Sad_I_t5', 'AUs_mouth_I_t3', 'Sad_I_t4', 'AUs_mouth_I_t4', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AU_all_I_t5', 'AU_all_I_t6', 'AU_all_I_t3', 'AU_all_I_t4', 'AU_eyes_I_t6', 'AU_eyes_I_t5', 'AU_eyes_I_t3', 'AU_eyes_I_t4']	[0.32, 0.26, 0.21, 0.12, 0.09]	0.54	0.54
lSTS	WFS	SVM	['SpeechActivity_I', 'Gaze_movement_energy_P', 'ReactionTime_I', 'Gaze_speed_P', 'SpeechRate_P', 'SpeechRate_I', 'AU_all_I', 'AUs_mouth_I', 'Saccades_P', 'AU_eyes_I', 'Happy_I', 'SpeechActivity_P', 'Neutral_I']	['IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'SpeechRate_P_t6', 'SpeechRate_P_t5', 'SpeechRate_P_t4', 'SpeechRate_P_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'ReactionTime_I_t3', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'AU_eyes_I_t6', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t3', 'AU_all_I_t6', 'AU_all_I_t5', 'AU_all_I_t4', 'AU_all_I_t3', 'Happy_I_t6', 'Happy_I_t5', 'Happy_I_t4', 'Happy_I_t3', 'Neutral_I_t6', 'Neutral_I_t5', 'Neutral_I_t4', 'Neutral_I_t3', 'Gaze_speed_P_t6', 'Gaze_speed_P_t5', 'Gaze_speed_P_t4', 'Gaze_speed_P_t3', 'Gaze_movement_energy_P_t6', 'Gaze_movement_energy_P_t5', 'Gaze_movement_energy_P_t4', 'Gaze_movement_energy_P_t3', 'Saccades_P_t6', 'Saccades_P_t5', 'Saccades_P_t4', 'Saccades_P_t3', 'Face_looks_P_t6', 'Face_looks_P_t5', 'Face_looks_P_t4', 'Face_looks_P_t3', 'Eyes_looks_P_t6', 'Eyes_looks_P_t5']	[0.18, 0.14, 0.14, 0.1, 0.07, 0.06, 0.05, 0.05, 0.05, 0.04, 0.04, 0.04, 0.02]	0.68	0.68
lSTS	WFS	LSTM	['SpeechActivity_I', 'Overlap_I']	['Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3']	[0.512783944606781, 0.487216055393219]	0.68	0.68
lSTS	model_select	MLP	['SpeechActivity_I', 'Overlap_I']	['Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3']	[0.62, 0.38]	0.66	0.67
lSTS	WFS	LREG	['SpeechActivity_I', 'SpeechActivity_P']	['IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'IPU_I_t4', 'IPU_I_t3']	[0.81, 0.19]	0.68	0.69
lSTS	WFS	RF	['SpeechActivity_I', 'Overlap_I']	['IPU_I_t6', 'IPU_I_t4', 'IPU_I_t3', 'Overlap_I_t3']	[0.9, 0.1]	0.69	0.69
rMPFC	k_medoids	SVM	['SpeechActivity_P']	['IPU_P_t6', 'IPU_P_t5', 'disc_IPU_P_t6', 'disc_IPU_I_t3', 'IPU_P_t4', 'IPU_P_t3']	[1.0]	0.64	0.66
rMPFC	k_medoids	LSTM	['SpeechActivity_P', 'SpeechActivity_I']	['disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3']	[0.9498755931854248, 0.050124362111091614]	0.64	0.71
rMPFC	mi_rank	LREG	['Gaze_movement_energy_P', 'Gaze_speed_P', 'Saccades_P', 'AU_eyes_I', 'Eyes_looks_P', 'AU_all_I', 'SpeechActivity_P', 'SpeechRate_I', 'Neutral_I', 'Polarity_P', 'AUs_mouth_I', 'Happy_I', 'LexicalRichness_I', 'ReactionTime_P']	['Eyes_looks_P_t5', 'ReactionTime_P_t6', 'SpeechRate_I_t3', 'Eyes_looks_P_t4', 'Gaze_movement_energy_P_t5', 'LexicalRichness_I_t3', 'IPU_I_t4', 'Gaze_speed_P_t6', 'TypeTokenRatio_I_t4', 'Gaze_speed_P_t5', 'SpeechRate_I_t4', 'Happy_I_t3', 'Polarity_P_t3', 'Eyes_looks_P_t3', 'disc_IPU_P_t5', 'Saccades_P_t5', 'disc_IPU_P_t6', 'Saccades_P_t3', 'Gaze_speed_P_t4', 'LexicalRichness_P_t3', 'Eyes_looks_P_t6', 'Gaze_movement_energy_P_t3', 'disc_IPU_P_t4', 'Gaze_speed_P_t3', 'Saccades_P_t6', 'TypeTokenRatio_P_t3', 'IPU_P_t5', 'disc_IPU_I_t3', 'Gaze_movement_energy_P_t4', 'IPU_P_t6', 'Saccades_P_t4', 'IPU_I_t3', 'IPU_P_t4', 'SpeechRate_P_t3', 'disc_IPU_P_t3', 'AUs_mouth_I_t5', 'Neutral_I_t6', 'Neutral_I_t5', 'AU_eyes_I_t6', 'Neutral_I_t3', 'AUs_mouth_I_t4', 'AU_eyes_I_t5', 'AU_eyes_I_t3', 'AU_eyes_I_t4', 'IPU_P_t3', 'Neutral_I_t4', 'AUs_mouth_I_t6', 'AU_all_I_t4', 'AUs_mouth_I_t3', 'AU_all_I_t5', 'AU_all_I_t3', 'AU_all_I_t6']	[0.22, 0.17, 0.15, 0.1, 0.05, 0.04, 0.04, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02, 0.02]	0.66	0.69
lV1	k_medoids	SVM	['SpeechActivity_P', 'Saccades_P', 'LexicalRichness_P', 'ReactionTime_P', 'Feedbacks_P', 'Smiles_I', 'SpeechActivity_I', 'UnionSocioItems_P', 'TypeTokenRatio_P']	['ReactionTime_P_t6', 'ReactionTime_P_t5', 'ReactionTime_P_t4', 'UnionSocioItems_P_t4', 'TypeTokenRatio_P_t3', 'Smiles_I_t5', 'Smiles_I_t4', 'disc_IPU_P_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t4', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t4', 'Saccades_P_t6', 'IPU_P_t6', 'IPU_P_t4', 'IPU_P_t3', 'IPU_I_t5', 'IPU_I_t4']	[0.28, 0.23, 0.2, 0.12, 0.07, 0.03, 0.03, 0.03, 0.02]	0.55	0.55
lV1	k_medoids	LSTM	['Feedbacks_P', 'LexicalRichness_P', 'Smiles_I', 'SpeechActivity_P', 'ReactionTime_P', 'Saccades_P', 'UnionSocioItems_P', 'TypeTokenRatio_P', 'SpeechActivity_I']	['Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t4', 'Feedbacks_P_t3', 'Smiles_I_t6', 'Smiles_I_t5', 'Smiles_I_t4', 'Smiles_I_t3', 'ReactionTime_P_t6', 'ReactionTime_P_t5', 'ReactionTime_P_t4', 'ReactionTime_P_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'Saccades_P_t6', 'Saccades_P_t5', 'Saccades_P_t4', 'Saccades_P_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'UnionSocioItems_P_t3', 'TypeTokenRatio_P_t6', 'TypeTokenRatio_P_t5', 'TypeTokenRatio_P_t4', 'TypeTokenRatio_P_t3', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t4', 'LexicalRichness_P_t3']	[0.26182085275650024, 0.2338133156299591, 0.18981482088565826, 0.10371648892760277, 0.0695294439792633, 0.06639254838228226, 0.03680015355348587, 0.034927401691675186, 0.003185054985806346]	0.53	0.59
lV1	k_medoids	MLP	['SpeechActivity_P', 'Feedbacks_P', 'LexicalRichness_P', 'TypeTokenRatio_P', 'Smiles_I', 'Saccades_P', 'UnionSocioItems_P', 'ReactionTime_P', 'SpeechActivity_I']	['Smiles_I_t6', 'Smiles_I_t5', 'Smiles_I_t4', 'Smiles_I_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'TypeTokenRatio_P_t6', 'TypeTokenRatio_P_t5', 'TypeTokenRatio_P_t4', 'TypeTokenRatio_P_t3', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t4', 'Feedbacks_P_t3', 'Saccades_P_t6', 'Saccades_P_t5', 'Saccades_P_t4', 'Saccades_P_t3', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'UnionSocioItems_P_t3', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t4', 'LexicalRichness_P_t3', 'ReactionTime_P_t6', 'ReactionTime_P_t5', 'ReactionTime_P_t4', 'ReactionTime_P_t3']	[0.26, 0.14, 0.13, 0.13, 0.12, 0.09, 0.06, 0.04, 0.04]	0.53	0.59
lV1	mi_rank	RF	['AU_eyes_I']	['AU_eyes_I_t5', 'AU_eyes_I_t6', 'AU_eyes_I_t4']	[1.0]	0.56	0.56
rAMG	k_medoids	SVM	['AUs_mouth_I', 'SpeechActivity_P']	['IPU_P_t6', 'IPU_P_t5', 'AUs_mouth_I_t4', 'IPU_P_t4', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5']	[0.69, 0.31]	0.61	0.61
