region;dm_method;lag;models_params;predictors_dict;predictors_list;selected_predictors;accuracy. mean;recall. mean;fscore. mean;accuracy. std;recall. std;fscore. std;K-Fscores
LeftSTS;MI_RANK_2;6;{'solver': 'lbfgs', 'C': 1};['disc_IPU_I', 'IPU_I'];['IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'Feedbacks_I_t5', 'Feedbacks_I_t3', 'Discourses_I_t5', 'Discourses_I_t3', 'Particles_I_t5', 'Particles_I_t3', 'Laughters_I_t5', 'Laughters_I_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3'];['disc_IPU_I_t3', 'IPU_I_t3'];0.5;1.0;0.47690325327502125;0.0;0.0;0.10681109350863985;0.4298245614035087,0.4170924384529892,0.3857765632116598,0.686217846935535,0.5029461521090965,0.47966799838954444,0.3663367252543941,0.39094376117659935,0.6333232325418642
LeftSTS;MI_RANK_6;6;{'solver': 'lbfgs', 'C': 1};['Particles_I', 'disc_IPU_I', 'LexicalRichness_I', 'IPU_I'];['IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'Feedbacks_I_t5', 'Feedbacks_I_t3', 'Discourses_I_t5', 'Discourses_I_t3', 'Particles_I_t5', 'Particles_I_t3', 'Laughters_I_t5', 'Laughters_I_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3'];['Particles_I_t3', 'LexicalRichness_I_t5', 'disc_IPU_I_t4', 'IPU_I_t4', 'disc_IPU_I_t3', 'IPU_I_t3'];0.5491192742119747;0.8392421664952635;0.48094641148537187;0.07336668961833973;0.22881209231380661;0.10162688251500715;0.4298245614035087,0.4170924384529892,0.3857765632116598,0.6318880902725116,0.5029461521090965,0.5602417970789475,0.3663367252543941,0.39094376117659935,0.6434676144086399
LeftSTS;MI_RANK_10;6;{'solver': 'lbfgs', 'C': 1};['LexicalRichness_I', 'IPU_I', 'Particles_I', 'disc_IPU_I', 'Feedbacks_I'];['IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'Feedbacks_I_t5', 'Feedbacks_I_t3', 'Discourses_I_t5', 'Discourses_I_t3', 'Particles_I_t5', 'Particles_I_t3', 'Laughters_I_t5', 'Laughters_I_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3'];['IPU_I_t5', 'Feedbacks_I_t3', 'LexicalRichness_I_t6', 'Particles_I_t5', 'Particles_I_t3', 'LexicalRichness_I_t5', 'disc_IPU_I_t4', 'IPU_I_t4', 'disc_IPU_I_t3', 'IPU_I_t3'];0.6329833787381518;0.6977725744425491;0.6417873819728365;0.0346388944600869;0.08868870376399575;0.04113244640754541;0.6793962657391176,0.6836610330005186,0.575564454263647,0.6744414589627206,0.6709867478011856,0.5851697621130426,0.6309003778842452,0.6033300387897962,0.6726362992012542
LeftSTS;MI_RANK_14;6;{'solver': 'lbfgs', 'C': 0.7};['disc_IPU_I', 'LexicalRichness_I', 'IPU_I', 'Feedbacks_I', 'Particles_I', 'SpeechRate_I'];['IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'Feedbacks_I_t5', 'Feedbacks_I_t3', 'Discourses_I_t5', 'Discourses_I_t3', 'Particles_I_t5', 'Particles_I_t3', 'Laughters_I_t5', 'Laughters_I_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3'];['SpeechRate_I_t3', 'disc_IPU_I_t5', 'SpeechRate_I_t4', 'Feedbacks_I_t5', 'IPU_I_t5', 'Feedbacks_I_t3', 'LexicalRichness_I_t6', 'Particles_I_t5', 'Particles_I_t3', 'LexicalRichness_I_t5', 'disc_IPU_I_t4', 'IPU_I_t4', 'disc_IPU_I_t3', 'IPU_I_t3'];0.6363850834496039;0.695801481143114;0.6424684113321015;0.03750690720876885;0.09223436213048053;0.041622623362453225;0.6784530362830632,0.6836610330005186,0.5763047092678325,0.670059107345906,0.6748374532745606,0.5848770911222673,0.6305136332375187,0.6033300387897962,0.6801795996674505
LeftSTS;MI_RANK_18;6;{'solver': 'lbfgs', 'C': 1};['Particles_I', 'LexicalRichness_I', 'disc_IPU_I', 'Feedbacks_I', 'Overlap_I', 'Discourses_I', 'SpeechRate_I', 'IPU_I'];['IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'Feedbacks_I_t5', 'Feedbacks_I_t3', 'Discourses_I_t5', 'Discourses_I_t3', 'Particles_I_t5', 'Particles_I_t3', 'Laughters_I_t5', 'Laughters_I_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3'];['Discourses_I_t3', 'Overlap_I_t3', 'Overlap_I_t5', 'Overlap_I_t4', 'SpeechRate_I_t3', 'disc_IPU_I_t5', 'SpeechRate_I_t4', 'Feedbacks_I_t5', 'IPU_I_t5', 'Feedbacks_I_t3', 'LexicalRichness_I_t6', 'Particles_I_t5', 'Particles_I_t3', 'LexicalRichness_I_t5', 'disc_IPU_I_t4', 'IPU_I_t4', 'disc_IPU_I_t3', 'IPU_I_t3'];0.6312021949107864;0.7359609221484894;0.6424388676422943;0.03431271205868124;0.09983411674592847;0.04079667416348787;0.6907799577198382,0.6764528455099766,0.5678465435705089,0.6746545445354166,0.6638638808364783,0.5942096325809914,0.6292208360029707,0.6114460000310954,0.6734755679933728
LeftSTS;MI_RANK_2;6;{'solver': 'lbfgs', 'C': 1};['disc_IPU_I'];['disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3'];['disc_IPU_I_t4', 'disc_IPU_I_t3'];0.5490421829041194;0.826490516059288;0.4747841514714407;0.07336267554295055;0.24690601001285542;0.09347805072281704;0.4298245614035087,0.4170924384529892,0.3857765632116598,0.6143070113379713,0.5029461521090965,0.544594785934054,0.3663367252543941,0.39094376117659935,0.621235364362693
LeftSTS;MI_RANK_2;6;{'solver': 'lbfgs', 'C': 0.7};['IPU_I'];['IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3'];['IPU_I_t4', 'IPU_I_t3'];0.5506401670897311;0.8431912030279032;0.48352819787902557;0.07560107143565292;0.22335388210065485;0.10517468846859881;0.4298245614035087,0.4170924384529892,0.3857765632116598,0.641077536022688,0.5029461521090965,0.5654468325962144,0.3663367252543941,0.39094376117659935,0.6523092106840794
LeftSTS;MI_RANK_2;6;{'solver': 'lbfgs', 'C': 0.7};['IPU_I'];['IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3'];['IPU_I_t4', 'IPU_I_t3'];0.5506401670897311;0.8431912030279032;0.48352819787902557;0.07560107143565292;0.22335388210065485;0.10517468846859881;0.4298245614035087,0.4170924384529892,0.3857765632116598,0.641077536022688,0.5029461521090965,0.5654468325962144,0.3663367252543941,0.39094376117659935,0.6523092106840794
LeftSTS;MI_RANK_6;6;{'solver': 'liblinear', 'C': 1};['IPU_P', 'IPU_I'];['IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3'];['IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3'];0.6019673768735486;0.830479538422537;0.6181100425179376;0.04170032257348487;0.0786871098224745;0.0702797115167483;0.6154266465056499,0.620326758608117,0.4792897460520068,0.7144020994812602,0.6387504153936902,0.5841262069411846,0.5770352755486178,0.604027016391663,0.7296062177392484
RightSTS;MI_RANK_2;6;{'solver': 'lbfgs', 'C': 1};['disc_IPU_I', 'IPU_I'];['IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'Feedbacks_I_t5', 'Feedbacks_I_t3', 'Discourses_I_t5', 'Discourses_I_t3', 'Particles_I_t5', 'Particles_I_t3', 'Laughters_I_t5', 'Laughters_I_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3'];['disc_IPU_I_t3', 'IPU_I_t3'];0.5134133084866838;0.948559670781893;0.4628597415133767;0.037938565556324584;0.1454952224663678;0.08681009672817608;0.49404082338695726,0.4023855577047067,0.6042970332073744,0.38165810711665443,0.5220199491788979,0.2890350990581077,0.4973749654600718,0.47197998639852323,0.5029461521090965
RightSTS;MI_RANK_6;6;{'solver': 'lbfgs', 'C': 1};['LexicalRichness_I', 'disc_IPU_I', 'IPU_I', 'Particles_I'];['IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'Feedbacks_I_t5', 'Feedbacks_I_t3', 'Discourses_I_t5', 'Discourses_I_t3', 'Particles_I_t5', 'Particles_I_t3', 'Laughters_I_t5', 'Laughters_I_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3'];['LexicalRichness_I_t5', 'Particles_I_t3', 'disc_IPU_I_t4', 'IPU_I_t4', 'disc_IPU_I_t3', 'IPU_I_t3'];0.6606134573371807;0.6004747480285068;0.6546231469007938;0.034701081701796546;0.06605153855078975;0.031603830249349665;0.6584273440022334,0.7057987648781442,0.6438665123148778,0.6902543903674578,0.6621789762887186,0.6366048635525179,0.6057894120365827,0.6127789456248572,0.6759091130417542
RightSTS;MI_RANK_10;6;{'solver': 'liblinear', 'C': 0.8};['disc_IPU_I', 'LexicalRichness_I', 'IPU_I', 'Feedbacks_I', 'Particles_I', 'Overlap_I'];['IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'Feedbacks_I_t5', 'Feedbacks_I_t3', 'Discourses_I_t5', 'Discourses_I_t3', 'Particles_I_t5', 'Particles_I_t3', 'Laughters_I_t5', 'Laughters_I_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3'];['Overlap_I_t4', 'Feedbacks_I_t3', 'LexicalRichness_I_t6', 'Particles_I_t5', 'LexicalRichness_I_t5', 'Particles_I_t3', 'disc_IPU_I_t4', 'IPU_I_t4', 'disc_IPU_I_t3', 'IPU_I_t3'];0.6595944463499757;0.6072601912826024;0.6543946225712304;0.03683816091212607;0.06332916359712538;0.03295030540110362;0.6646841802464609,0.7048490365895318,0.6437527796513349,0.6929217988079341,0.66121340960281,0.6208544342346364,0.6076127135663765,0.6148315966629433,0.6788316537790449
RightSTS;MI_RANK_14;6;{'solver': 'lbfgs', 'C': 0.9};['Particles_I', 'LexicalRichness_I', 'disc_IPU_I', 'Feedbacks_I', 'Overlap_I', 'SpeechRate_I', 'IPU_I'];['IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'Feedbacks_I_t5', 'Feedbacks_I_t3', 'Discourses_I_t5', 'Discourses_I_t3', 'Particles_I_t5', 'Particles_I_t3', 'Laughters_I_t5', 'Laughters_I_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3'];['IPU_I_t5', 'Overlap_I_t5', 'Feedbacks_I_t5', 'SpeechRate_I_t3', 'Overlap_I_t4', 'Feedbacks_I_t3', 'LexicalRichness_I_t6', 'Particles_I_t5', 'LexicalRichness_I_t5', 'Particles_I_t3', 'disc_IPU_I_t4', 'IPU_I_t4', 'disc_IPU_I_t3', 'IPU_I_t3'];0.6489756861219202;0.677883162407561;0.6606355560979554;0.03343169277204327;0.06399923251699323;0.02366131109332392;0.6672644843922984,0.6878471233813217,0.6506528346558703,0.6746812954822531,0.6748559849821025,0.6317047566370271,0.6363429714493545,0.6270720583450917,0.6952984955562793
