region;dm_method;lag;models_params;predictors_dict;predictors_list;selected_predictors;recall. mean;precision. mean;fscore. mean;recall. std;precision. std;fscore. std
LeftSTS;RFE_2;6;{'C': 0.8, 'kernel': 'rbf'};{'speech_ts': ['IPU'], 'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3'];['IPU_t4', 'IPU_t3'];0.6863905325443787;0.6774379116351026;0.6770325844310879;0.0;0.0;0.0
RightSTS;RFE_2;6;{'C': 1, 'kernel': 'linear'};{'speech_ts': ['IPU'], 'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3'];['IPU_t4', 'IPU_t3'];0.6870479947403024;0.6833323173842673;0.6742805098603378;0.0;0.0;0.0
LeftSTS;RFE_3;6;{'C': 0.8, 'kernel': 'rbf'};{'speech_ts': ['IPU'], 'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3'];['IPU_t4', 'IPU_t3', ' AU14_r_t4'];0.6844181459566075;0.675065383657627;0.6742990350144236;0.0;0.0;0.0
RightSTS;RFE_3;6;{'C': 1, 'kernel': 'linear'};{'speech_ts': ['IPU'], 'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3'];['IPU_t4', 'IPU_t3', ' AU25_r_t3'];0.6863905325443787;0.6826389648245826;0.6734933014000689;0.0;0.0;0.0
LeftSTS;RFE_4;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['IPU'], 'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3'];['IPU_t5', 'IPU_t4', 'IPU_t3', ' AU25_r_t4'];0.6923076923076923;0.68340750158932;0.6812214334338228;0.0;0.0;0.0
RightSTS;RFE_4;6;{'C': 1, 'kernel': 'linear'};{'speech_ts': ['IPU'], 'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3'];['IPU_t4', 'IPU_t3', ' AU25_r_t3', ' AU26_r_t3'];0.6863905325443787;0.6826389648245826;0.6734933014000689;0.0;0.0;0.0
LeftSTS;RFE_5;6;{'C': 0.9, 'kernel': 'rbf'};{'speech_ts': ['IPU'], 'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3'];['IPU_t5', 'IPU_t4', 'IPU_t3', ' AU25_r_t4', ' AU25_r_t3'];0.6850756081525312;0.6755222277710077;0.6740466494857772;0.0;0.0;0.0
RightSTS;RFE_5;6;{'C': 0.7, 'kernel': 'rbf'};{'speech_ts': ['IPU'], 'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3'];['IPU_t5', 'IPU_t4', 'IPU_t3', ' AU25_r_t3', ' AU26_r_t3'];0.6936226166995397;0.6889952082718388;0.6876694195471066;0.0;0.0;0.0
LeftSTS;RFE_1;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['Signal']};['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t4'];0.673241288625904;0.6427348761860526;0.6382127952853903;0.0;0.0;0.0
RightSTS;RFE_1;6;{'C': 0.8, 'kernel': 'rbf'};{'speech_ts': ['Signal']};['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t4'];0.6614069690992768;0.6374992576615893;0.6252931593640161;0.0;0.0;0.0
LeftSTS;RFE_2;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['Signal']};['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t4', 'Signal_t3'];0.6752136752136753;0.6453755520208594;0.6401789902288639;0.0;0.0;0.0
RightSTS;RFE_2;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['Signal']};['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t4', 'Signal_t3'];0.6804733727810651;0.6636611218612832;0.6573433273227565;0.0;0.0;0.0
LeftSTS;RFE_3;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['Signal']};['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t5', 'Signal_t4', 'Signal_t3'];0.6804733727810651;0.6510191922036714;0.6387269729009956;0.0;0.0;0.0
RightSTS;RFE_3;6;{'C': 0.9, 'kernel': 'rbf'};{'speech_ts': ['Signal']};['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t5', 'Signal_t4', 'Signal_t3'];0.6804733727810651;0.6634363701549879;0.6533163533629233;0.0;0.0;0.0
LeftSTS;RFE_4;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['Signal']};['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];0.68310322156476;0.6547592957849369;0.6392665654065611;0.0;0.0;0.0
RightSTS;RFE_4;6;{'C': 0.7, 'kernel': 'rbf'};{'speech_ts': ['Signal']};['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];0.6804733727810651;0.6634393937846847;0.6529648923261334;0.0;0.0;0.0
LeftSTS;RFE_1;6;{'C': 0.9, 'kernel': 'rbf'};{'speech_ts': ['IPU', 'Signal']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t4'];0.6824457593688363;0.6544693651280006;0.643997770176717;0.0;0.0;0.0
RightSTS;RFE_1;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['IPU', 'Signal']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t4'];0.6482577251808022;0.6199958969832295;0.6091962241815866;0.0;0.0;0.0
LeftSTS;RFE_2;6;{'C': 0.9, 'kernel': 'rbf'};{'speech_ts': ['IPU', 'Signal']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t4', 'Signal_t3'];0.68310322156476;0.6554643012398372;0.644962364126235;0.0;0.0;0.0
RightSTS;RFE_2;6;{'C': 0.8, 'kernel': 'rbf'};{'speech_ts': ['IPU', 'Signal']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t4', 'Signal_t3'];0.6811308349769888;0.6656071246553744;0.6610558301753447;0.0;0.0;0.0
LeftSTS;RFE_3;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['IPU', 'Signal']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t5', 'Signal_t4', 'Signal_t3'];0.68310322156476;0.654889238829548;0.640737499024847;0.0;0.0;0.0
RightSTS;RFE_3;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['IPU', 'Signal']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['IPU_t4', 'Signal_t4', 'Signal_t3'];0.6791584483892176;0.6645363694930325;0.6635908166480721;0.0;0.0;0.0
LeftSTS;RFE_4;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['IPU', 'Signal']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['IPU_t4', 'Signal_t5', 'Signal_t4', 'Signal_t3'];0.6811308349769888;0.6531615182511294;0.6452168183272613;0.0;0.0;0.0
RightSTS;RFE_4;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['IPU', 'Signal']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['IPU_t4', 'Signal_t5', 'Signal_t4', 'Signal_t3'];0.6811308349769888;0.666475259516514;0.664729360285481;0.0;0.0;0.0
LeftSTS;RFE_5;6;{'C': 1, 'kernel': 'rbf'};{'speech_ts': ['IPU', 'Signal']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['IPU_t4', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];0.6817882971729126;0.6538361865809168;0.6448427151655447;0.0;0.0;0.0
RightSTS;RFE_5;6;{'C': 0.9, 'kernel': 'rbf'};{'speech_ts': ['IPU', 'Signal']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['IPU_t4', 'Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];0.6824457593688363;0.6673767371640559;0.6636169556585376;0.0;0.0;0.0
LeftSTS;RFE_1;6;{'C': 1, 'kernel': 'linear'};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t4'];0.589086127547666;0.34702246566910505;0.43675727785081403;0.0;0.0;0.0
RightSTS;RFE_1;6;{'C': 1, 'kernel': 'linear'};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t4'];0.5700197238658777;0.32492248559613146;0.4139087944654237;0.0;0.0;0.0
LeftSTS;RFE_2;6;{'C': 1, 'kernel': 'linear'};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t5', 'Signal_left_t4'];0.589086127547666;0.34702246566910505;0.43675727785081403;0.0;0.0;0.0
RightSTS;RFE_2;6;{'C': 1, 'kernel': 'linear'};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t5', 'Signal_left_t4'];0.5700197238658777;0.32492248559613146;0.4139087944654237;0.0;0.0;0.0
LeftSTS;RFE_3;6;{'C': 1, 'kernel': 'linear'};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.589086127547666;0.34702246566910505;0.43675727785081403;0.0;0.0;0.0
RightSTS;RFE_3;6;{'C': 1, 'kernel': 'linear'};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.5700197238658777;0.32492248559613146;0.4139087944654237;0.0;0.0;0.0
LeftSTS;RFE_4;6;{'C': 1, 'kernel': 'linear'};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.589086127547666;0.34702246566910505;0.43675727785081403;0.0;0.0;0.0
RightSTS;RFE_4;6;{'C': 1, 'kernel': 'linear'};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.5700197238658777;0.32492248559613146;0.4139087944654237;0.0;0.0;0.0
LeftSTS;RFE_5;6;{'C': 1, 'kernel': 'linear'};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.589086127547666;0.34702246566910505;0.43675727785081403;0.0;0.0;0.0
RightSTS;RFE_5;6;{'C': 1, 'kernel': 'linear'};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t4', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.5700197238658777;0.32492248559613146;0.4139087944654237;0.0;0.0;0.0
LeftSTS;RFE_1;6;{'C': 1, 'kernel': 'linear'};{'speech_ts': ['disc_IPU', 'FilledBreaks', 'Feedbacks', 'Discourses', 'Particles', 'Laughters', 'Polarity', 'Subjectivity', 'LexicalRichness1', 'LexicalRichness2']};['disc_IPU_t6', 'disc_IPU_t5', 'disc_IPU_t4', 'disc_IPU_t3', 'FilledBreaks_t6', 'FilledBreaks_t5', 'FilledBreaks_t4', 'FilledBreaks_t3', 'Feedbacks_t6', 'Feedbacks_t5', 'Feedbacks_t4', 'Feedbacks_t3', 'Discourses_t6', 'Discourses_t5', 'Discourses_t4', 'Discourses_t3', 'Particles_t6', 'Particles_t5', 'Particles_t4', 'Particles_t3', 'Laughters_t6', 'Laughters_t5', 'Laughters_t4', 'Laughters_t3', 'Polarity_t6', 'Polarity_t5', 'Polarity_t4', 'Polarity_t3', 'Subjectivity_t6', 'Subjectivity_t5', 'Subjectivity_t4', 'Subjectivity_t3', 'LexicalRichness1_t6', 'LexicalRichness1_t5', 'LexicalRichness1_t4', 'LexicalRichness1_t3', 'LexicalRichness2_t6', 'LexicalRichness2_t5', 'LexicalRichness2_t4', 'LexicalRichness2_t3'];['disc_IPU_t4'];0.6776099803020355;0.6618037495278375;0.6622393663974473;0.0;0.0;0.0
