region	dm_method	model	predictors_dict	selected_predictors	features_importance	fscore. mean	recall. mean
FrontoParietal.PPC_L	model_rank	RF	['Head_R_movement_quantity_I', 'Pupil_area_P', 'AUs_mouth_I', 'Head_Tz_I', 'Head_Rx_I', 'Gaze_movement_quantity_P']	['AUs_mouth_I_t6', 'Head_Tz_I_t3', 'Head_Rx_I_t3', 'Head_R_movement_quantity_I_t5', 'Head_R_movement_quantity_I_t4', 'Gaze_movement_quantity_P_t6', 'Pupil_area_P_t7', 'Pupil_area_P_t6']	[0.2533110042949754, 0.23928224790635885, 0.1356987440404995, 0.1274651789144488, 0.12466521304260633, 0.11957761180111107]	0.52	0.52
FrontoParietal.PPC_L	model_rank	LREG	['Head_R_movement_quantity_I', 'Head_Rx_I', 'AUs_mouth_I', 'Pupil_area_P']	['AUs_mouth_I_t6', 'Head_Rx_I_t3', 'Head_R_movement_quantity_I_t5', 'Head_R_movement_quantity_I_t4', 'Pupil_area_P_t6']	[0.4248339673500044, 0.2734603289764423, 0.2556432038615337, 0.046062499812019576]	0.53	0.53
FrontoParietal.PPC_L	model_rank	MLP	['Head_Tz_I', 'Head_Rx_I', 'Pupil_area_P', 'Head_R_movement_quantity_I', 'Gaze_movement_quantity_P', 'AUs_mouth_I']	['AUs_mouth_I_t6', 'Head_Tz_I_t7', 'Head_Tz_I_t6', 'Head_Tz_I_t3', 'Head_Rx_I_t3', 'Head_R_movement_quantity_I_t5', 'Head_R_movement_quantity_I_t4', 'Gaze_movement_quantity_P_t6', 'Pupil_area_P_t7', 'Pupil_area_P_t6']	[0.6482850933327743, 0.24140727930043193, 0.05458182656732991, 0.02990595702695739, 0.022323770829374447, 0.0034960729431320293]	0.53	0.53
Cerebellar.Anterior	model_rank	RF	['AUs_mouth_I', 'Pupil_area_P', 'Head_Tz_I']	['AUs_mouth_I_t7', 'Head_Tz_I_t7', 'Pupil_area_P_t3']	[0.34576527929068485, 0.336296497139303, 0.31793822357001233]	0.52	0.52
Cerebellar.Anterior	mi_rank	LREG	['IPU_P', 'Pupil_area_P', 'disc_IPU_P']	['Pupil_area_P_t3', 'Pupil_area_P_t4', 'disc_IPU_P_t5', 'disc_IPU_P_t6', 'IPU_P_t6', 'IPU_P_t5']	[0.5377523580645983, 0.4265711412871648, 0.035676500648236964]	0.52	0.53
Cerebellar.Anterior	mi_rank	MLP	['AUs_mouth_I', 'Pupil_area_P', 'AU_all_I', 'LexicalRichness_P', 'IPU_P', 'IPU_I', 'TypeTokenRatio_P', 'disc_IPU_P', 'SpeechRate_P']	['Pupil_area_P_t6', 'AU_all_I_t5', 'IPU_P_t4', 'AU_all_I_t6', 'IPU_I_t5', 'disc_IPU_P_t7', 'SpeechRate_P_t6', 'IPU_I_t6', 'AUs_mouth_I_t3', 'TypeTokenRatio_P_t5', 'LexicalRichness_P_t5', 'AU_all_I_t7', 'AUs_mouth_I_t5', 'LexicalRichness_P_t6', 'Pupil_area_P_t5', 'TypeTokenRatio_P_t6', 'AUs_mouth_I_t6', 'Pupil_area_P_t3', 'AUs_mouth_I_t4', 'IPU_P_t7', 'AUs_mouth_I_t7', 'Pupil_area_P_t4', 'disc_IPU_P_t5', 'disc_IPU_P_t6', 'IPU_P_t6', 'IPU_P_t5']	[0.23474334216826054, 0.19658271119284884, 0.10686392016428856, 0.10310605843001028, 0.09886755222364568, 0.08120636293897544, 0.0673346632707791, 0.05789914470333839, 0.05339624490785319]	0.53	0.53
Salience.AInsula_L	mi_rank	RF	['IPU_I', 'IPU_P', 'Happy_I', 'SpeechRate_I', 'ReactionTime_I', 'SpeechRate_P', 'LexicalRichness_I', 'disc_IPU_P', 'disc_IPU_I', 'TypeTokenRatio_P']	['ReactionTime_I_t3', 'TypeTokenRatio_P_t4', 'SpeechRate_P_t4', 'SpeechRate_I_t3', 'LexicalRichness_I_t3', 'Happy_I_t3', 'disc_IPU_I_t5', 'Happy_I_t4', 'disc_IPU_P_t3', 'disc_IPU_I_t3', 'IPU_P_t3', 'disc_IPU_P_t5', 'IPU_I_t5', 'IPU_P_t5', 'disc_IPU_I_t4', 'disc_IPU_P_t4', 'IPU_P_t4', 'IPU_I_t3', 'IPU_I_t4']	[0.26345232216228776, 0.24572541753752103, 0.1814606159898174, 0.07060651099029207, 0.05541464479966008, 0.054959382231127944, 0.03855823392687059, 0.03600223616625985, 0.02952517672896306, 0.024295459467200287]	0.56	0.56
Salience.AInsula_L	mi_rank	LREG	['IPU_I', 'IPU_P']	['IPU_P_t4', 'IPU_I_t3', 'IPU_I_t4']	[0.6619582097058743, 0.33804179029412573]	0.56	0.56
Salience.AInsula_L	mi_rank	MLP	['disc_IPU_P', 'SpeechRate_I', 'IPU_I', 'LexicalRichness_I', 'Happy_I', 'IPU_P', 'UnionSocioItems_I', 'SpeechRate_P', 'Subjectivity_I', 'disc_IPU_I', 'ReactionTime_I', 'TypeTokenRatio_I', 'TypeTokenRatio_P']	['UnionSocioItems_I_t5', 'TypeTokenRatio_I_t3', 'Subjectivity_I_t3', 'ReactionTime_I_t3', 'TypeTokenRatio_P_t4', 'SpeechRate_I_t3', 'SpeechRate_P_t4', 'LexicalRichness_I_t3', 'Happy_I_t4', 'Happy_I_t3', 'disc_IPU_I_t5', 'disc_IPU_P_t3', 'disc_IPU_I_t3', 'IPU_P_t3', 'disc_IPU_P_t5', 'IPU_I_t5', 'IPU_P_t5', 'disc_IPU_I_t4', 'disc_IPU_P_t4', 'IPU_P_t4', 'IPU_I_t3', 'IPU_I_t4']	[0.23113892138209086, 0.1293034760072247, 0.1280107092075344, 0.09757298121796165, 0.09529230164152305, 0.07400158970609012, 0.06236087309179486, 0.04778648535755894, 0.04307070014358858, 0.031078046874459177, 0.023794963383405983, 0.0187281078738813, 0.017860844112886385]	0.56	0.56
SensoriMotor.Lateral_L	model_rank	RF	['Gaze_movement_quantity_P', 'IPU_P', 'Head_Tz_I', 'Pupil_area_P', 'Head_R_movement_quantity_I', 'AU_eyes_I', 'Head_Rx_I']	['IPU_P_t4', 'IPU_P_t3', 'AU_eyes_I_t6', 'Head_Tz_I_t7', 'Head_Tz_I_t5', 'Head_Tz_I_t3', 'Head_Rx_I_t7', 'Head_R_movement_quantity_I_t7', 'Head_R_movement_quantity_I_t6', 'Gaze_movement_quantity_P_t6', 'Gaze_movement_quantity_P_t5', 'Gaze_movement_quantity_P_t4', 'Gaze_movement_quantity_P_t3', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'Pupil_area_P_t4']	[0.23370733092522106, 0.20150190206093932, 0.1750773549194602, 0.16512339443753338, 0.1090601127310867, 0.058741838955846504, 0.05678806596991296]	0.6	0.6
SensoriMotor.Lateral_L	model_rank	LREG	['Head_Tz_I', 'Gaze_movement_quantity_P', 'IPU_P', 'Pupil_area_P', 'Head_R_movement_quantity_I', 'Head_Rx_I', 'AU_eyes_I']	['IPU_P_t4', 'IPU_P_t3', 'AU_eyes_I_t6', 'Head_Tz_I_t7', 'Head_Tz_I_t5', 'Head_Tz_I_t3', 'Head_Rx_I_t7', 'Head_R_movement_quantity_I_t7', 'Head_R_movement_quantity_I_t6', 'Gaze_movement_quantity_P_t7', 'Gaze_movement_quantity_P_t6', 'Gaze_movement_quantity_P_t5', 'Gaze_movement_quantity_P_t4', 'Gaze_movement_quantity_P_t3', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'Pupil_area_P_t4']	[0.3243518108495383, 0.20616616608441915, 0.16521812848214368, 0.12191481684370528, 0.09706207786085647, 0.06342721761032401, 0.021859782269013237]	0.59	0.6
SensoriMotor.Lateral_L	mi_rank	MLP	['disc_IPU_P', 'IPU_P']	['disc_IPU_P_t5', 'disc_IPU_P_t3', 'IPU_P_t5', 'IPU_P_t3', 'disc_IPU_P_t4', 'IPU_P_t4']	[0.6843775516116245, 0.3156224483883754]	0.59	0.59
SensoriMotor.Lateral_R	model_rank	RF	['IPU_P']	['IPU_P_t4', 'IPU_P_t3']	[1.0]	0.58	0.58
SensoriMotor.Lateral_R	mi_rank	LREG	['IPU_P', 'disc_IPU_P', 'IPU_I']	['IPU_I_t3', 'disc_IPU_P_t3', 'disc_IPU_P_t4', 'IPU_P_t3', 'IPU_P_t4']	[0.7180368745238838, 0.20978939717838696, 0.07217372829772921]	0.58	0.59
SensoriMotor.Lateral_R	model_rank	MLP	['Head_Tz_I', 'Gaze_movement_quantity_P', 'AU_eyes_I', 'Head_R_movement_quantity_I', 'IPU_P', 'Head_T_movement_quantity_I', 'Head_Ry_I', 'Head_Rx_I']	['IPU_P_t4', 'IPU_P_t3', 'AU_eyes_I_t7', 'AU_eyes_I_t6', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t3', 'Head_Tz_I_t7', 'Head_Tz_I_t6', 'Head_Tz_I_t5', 'Head_Tz_I_t4', 'Head_Rx_I_t6', 'Head_Ry_I_t3', 'Head_R_movement_quantity_I_t6', 'Head_R_movement_quantity_I_t5', 'Head_R_movement_quantity_I_t4', 'Head_R_movement_quantity_I_t3', 'Head_T_movement_quantity_I_t3', 'Gaze_movement_quantity_P_t6', 'Gaze_movement_quantity_P_t5', 'Gaze_movement_quantity_P_t4', 'Gaze_movement_quantity_P_t3']	[0.2660812993255194, 0.2079431092792331, 0.20296797112091086, 0.12481036483983021, 0.10955901226572558, 0.04395411704523196, 0.03354018831455165, 0.01114393780899731]	0.59	0.59
DefaultMode.LP_R	k_medoids	RF	['IPU_P', 'AUs_mouth_I', 'Pupil_area_P', 'Happy_I', 'Blinks_P', 'IPU_I', 'TypeTokenRatio_I', 'disc_IPU_P', 'Smiles_I', 'TypeTokenRatio_P', 'SpeechRate_P', 'Feedbacks_I', 'LexicalRichness_P', 'Feedbacks_P', 'UnionSocioItems_I', 'disc_IPU_I', 'Discourses_I', 'FilledBreaks_I', 'UnionSocioItems_P']	['IPU_I_t6', 'IPU_I_t5', 'Pupil_area_P_t7', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'TypeTokenRatio_I_t7', 'TypeTokenRatio_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'IPU_P_t6', 'IPU_P_t7', 'TypeTokenRatio_P_t7', 'LexicalRichness_P_t7', 'SpeechRate_P_t4', 'FilledBreaks_I_t3', 'Discourses_I_t4', 'UnionSocioItems_P_t7', 'Blinks_P_t6', 'Blinks_P_t5', 'Blinks_P_t4', 'UnionSocioItems_I_t7', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'Happy_I_t5', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t4', 'disc_IPU_P_t7', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'IPU_I_t4', 'disc_IPU_I_t4', 'TypeTokenRatio_I_t5', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'IPU_I_t7', 'AUs_mouth_I_t7', 'AUs_mouth_I_t5', 'Happy_I_t6', 'Feedbacks_P_t4', 'Smiles_I_t5', 'Feedbacks_P_t3', 'Smiles_I_t4', 'Feedbacks_P_t7', 'Smiles_I_t7', 'Smiles_I_t6', 'Feedbacks_I_t4', 'Feedbacks_I_t3', 'Smiles_I_t3']	[0.20401817453287213, 0.20038999939516083, 0.19168631448577192, 0.10730367436813895, 0.10428999114494723, 0.10282082845339743, 0.032739784555172874, 0.012707815955661929, 0.010410124829537617, 0.008699512440116774, 0.007335430044757996, 0.0052376932251103, 0.0032129375017813902, 0.003162501688626984, 0.0026384036426801757, 0.001935049300751261, 0.0014117644355143683, 0.0, 0.0]	0.53	0.54
DefaultMode.LP_R	mi_rank	MLP	['Pupil_area_P', 'IPU_P', 'IPU_I', 'Happy_I', 'Saccades_P', 'Head_Ty_I', 'Head_Rz_I', 'disc_IPU_I']	['Saccades_P_t4', 'Happy_I_t4', 'disc_IPU_I_t4', 'Saccades_P_t5', 'Head_Rz_I_t3', 'IPU_P_t3', 'IPU_I_t4', 'Head_Ty_I_t6', 'IPU_P_t4', 'Pupil_area_P_t3', 'Pupil_area_P_t7', 'Pupil_area_P_t6', 'Pupil_area_P_t4', 'Pupil_area_P_t5']	[0.3462336666471383, 0.20263759536759338, 0.13482625470771334, 0.12377294976451649, 0.11876556997044695, 0.058676475410734875, 0.007816063171929358, 0.007271424959927301]	0.54	0.54
Visual.Lateral_L	mi_rank	RF	['AUs_mouth_I', 'Head_Rz_I', 'Head_Rx_I']	['Head_Rz_I_t3', 'AUs_mouth_I_t4', 'AUs_mouth_I_t7', 'Head_Rx_I_t3']	[0.49707198141869247, 0.259601349401777, 0.24332666917953058]	0.52	0.52
Visual.Lateral_L	k_medoids	LREG	['Head_Tz_I', 'AU_eyes_I', 'Head_T_movement_quantity_I', 'IPU_I', 'Subjectivity_P', 'IPU_P', 'Angry_I', 'ReactionTime_P', 'AUs_mouth_I', 'Subjectivity_I', 'AU_all_I', 'Pupil_area_P', 'FilledBreaks_I', 'TypeTokenRatio_I', 'Feedbacks_I', 'SpeechRate_P', 'Feedbacks_P', 'LexicalRichness_P', 'UnionSocioItems_I', 'disc_IPU_P', 'TypeTokenRatio_P', 'UnionSocioItems_P']	['IPU_I_t6', 'IPU_I_t5', 'Pupil_area_P_t7', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'Subjectivity_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'TypeTokenRatio_P_t4', 'IPU_P_t5', 'Subjectivity_P_t5', 'IPU_P_t6', 'Subjectivity_P_t6', 'IPU_P_t7', 'Subjectivity_P_t7', 'LexicalRichness_P_t7', 'LexicalRichness_P_t4', 'SpeechRate_P_t7', 'FilledBreaks_I_t7', 'FilledBreaks_I_t3', 'Head_T_movement_quantity_I_t4', 'Angry_I_t3', 'UnionSocioItems_P_t7', 'Head_Tz_I_t7', 'UnionSocioItems_I_t7', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t3', 'Head_Tz_I_t4', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t4', 'Subjectivity_I_t4', 'disc_IPU_P_t7', 'ReactionTime_P_t4', 'IPU_I_t4', 'IPU_I_t3', 'TypeTokenRatio_I_t5', 'AUs_mouth_I_t4', 'AU_all_I_t4', 'AU_all_I_t3', 'IPU_I_t7', 'AUs_mouth_I_t7', 'AU_all_I_t7', 'Feedbacks_P_t4', 'Feedbacks_I_t6', 'AU_eyes_I_t5', 'Feedbacks_P_t3', 'Feedbacks_I_t5', 'AU_eyes_I_t4', 'Feedbacks_P_t7', 'AU_eyes_I_t7', 'Feedbacks_I_t4', 'Feedbacks_I_t3', 'AU_eyes_I_t3']	[0.20921429801532437, 0.13218511894383944, 0.1022714548549853, 0.0813932067268639, 0.06540430144896503, 0.05762941043511828, 0.048105526779020705, 0.04512145117131786, 0.03743826860369713, 0.03209941405769213, 0.03069503547200879, 0.026515070896686626, 0.024817524644371175, 0.022095060976921415, 0.020524634874923897, 0.015111391498752022, 0.015055047402488786, 0.014829195343650637, 0.009380314138036827, 0.00499830574531948, 0.0035847065608853273, 0.0015312614091306804]	0.55	0.55
Visual.Lateral_L	k_medoids	MLP	['TypeTokenRatio_I', 'Feedbacks_I', 'AUs_mouth_I', 'IPU_P', 'AU_eyes_I', 'AU_all_I', 'Subjectivity_I', 'Subjectivity_P', 'UnionSocioItems_I', 'disc_IPU_P', 'ReactionTime_P', 'disc_IPU_I', 'Head_Tz_I', 'LexicalRichness_P', 'Pupil_area_P', 'IPU_I', 'FilledBreaks_I', 'Feedbacks_P', 'Saccades_P', 'Angry_I', 'SpeechRate_P', 'UnionSocioItems_P', 'TypeTokenRatio_P', 'Head_T_movement_quantity_I']	['UnionSocioItems_I_t5', 'Head_Tz_I_t4', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'Subjectivity_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'TypeTokenRatio_P_t4', 'IPU_P_t5', 'Subjectivity_P_t5', 'IPU_P_t6', 'Subjectivity_P_t6', 'IPU_P_t7', 'Subjectivity_P_t7', 'LexicalRichness_P_t7', 'LexicalRichness_P_t4', 'SpeechRate_P_t7', 'FilledBreaks_I_t7', 'FilledBreaks_I_t3', 'Head_T_movement_quantity_I_t4', 'Angry_I_t3', 'UnionSocioItems_P_t7', 'Head_Tz_I_t7', 'UnionSocioItems_I_t7', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t3', 'Saccades_P_t5', 'TypeTokenRatio_I_t6', 'AU_all_I_t4', 'Feedbacks_P_t3', 'Feedbacks_I_t5', 'AU_eyes_I_t4', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'Subjectivity_I_t4', 'AUs_mouth_I_t7', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'Feedbacks_P_t7', 'AU_eyes_I_t7', 'Pupil_area_P_t7', 'Feedbacks_P_t5', 'AU_eyes_I_t6', 'Feedbacks_P_t4', 'Feedbacks_I_t6', 'AU_eyes_I_t5', 'Feedbacks_I_t4', 'Feedbacks_I_t3', 'AU_eyes_I_t3', 'AU_all_I_t3', 'AU_all_I_t5', 'IPU_I_t6', 'AU_all_I_t6', 'IPU_I_t7', 'AU_all_I_t7', 'disc_IPU_P_t6', 'ReactionTime_P_t6', 'ReactionTime_P_t4', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_P_t7', 'disc_IPU_I_t4', 'Head_Tz_I_t3', 'ReactionTime_P_t3', 'disc_IPU_I_t3', 'disc_IPU_P_t3', 'disc_IPU_I_t7']	[0.11122545098333225, 0.1110588180442277, 0.10810427836992612, 0.06733808412615185, 0.06375105085889529, 0.06287011209755193, 0.05971279185452266, 0.0536088396138653, 0.043687384182555695, 0.04367391049272507, 0.039147377426386645, 0.037486054565726123, 0.03413679739452843, 0.03022437639080878, 0.027985643297254715, 0.026970979989264704, 0.02534474966496535, 0.021195386326583954, 0.014021525756168588, 0.009650045296038696, 0.004724756611869555, 0.003773002219108856, 0.0002848785124164026, 2.3705925125336642e-05]	0.54	0.54
DefaultMode.PCC	k_medoids	RF	['IPU_P', 'TypeTokenRatio_I', 'AUs_mouth_I', 'IPU_I', 'AU_all_I', 'Head_T_movement_quantity_I', 'Direct_gaze_I', 'Overlap_I', 'Subjectivity_I', 'disc_IPU_P', 'LexicalRichness_P', 'UnionSocioItems_P', 'TypeTokenRatio_P', 'Feedbacks_P', 'FilledBreaks_I']	['IPU_I_t7', 'IPU_I_t6', 'AU_all_I_t7', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'IPU_P_t6', 'IPU_P_t7', 'TypeTokenRatio_P_t7', 'LexicalRichness_P_t7', 'Overlap_I_t4', 'Head_T_movement_quantity_I_t7', 'Feedbacks_P_t7', 'Feedbacks_P_t3', 'FilledBreaks_I_t4', 'UnionSocioItems_P_t7', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t3', 'AUs_mouth_I_t7', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'Subjectivity_I_t4', 'disc_IPU_P_t7', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'Direct_gaze_I_t4']	[0.24100666848508526, 0.12368271755320533, 0.10761994226975227, 0.10032274278647288, 0.09507217479222262, 0.0908779890107882, 0.04019418896278129, 0.03694538079452327, 0.035571296310758796, 0.027330879415670268, 0.026763704317190513, 0.02525675398371431, 0.02267949424097239, 0.01678565280985799, 0.009890414267004741]	0.52	0.53
DefaultMode.PCC	k_medoids	LREG	['AUs_mouth_I', 'IPU_P', 'Head_T_movement_quantity_I', 'Overlap_I', 'AU_all_I', 'disc_IPU_P', 'IPU_I', 'TypeTokenRatio_I', 'Feedbacks_P', 'Subjectivity_I', 'UnionSocioItems_P', 'FilledBreaks_I', 'LexicalRichness_P', 'TypeTokenRatio_P', 'Direct_gaze_I']	['IPU_I_t7', 'IPU_I_t6', 'AU_all_I_t7', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'IPU_P_t6', 'IPU_P_t7', 'TypeTokenRatio_P_t7', 'LexicalRichness_P_t7', 'Overlap_I_t4', 'Head_T_movement_quantity_I_t7', 'Feedbacks_P_t7', 'Feedbacks_P_t3', 'FilledBreaks_I_t4', 'UnionSocioItems_P_t7', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t3', 'AUs_mouth_I_t7', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'Subjectivity_I_t4', 'disc_IPU_P_t7', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'Direct_gaze_I_t4']	[0.19645015098339252, 0.14928849148267845, 0.140790172496203, 0.08470611549674764, 0.07543362631674495, 0.07487832912005941, 0.06259142103189481, 0.05069908328757219, 0.04957886644650557, 0.035937523555391225, 0.029273190806100108, 0.02272850384126448, 0.014467725566868437, 0.009139649702787455, 0.004037149865789394]	0.53	0.53
DorsalAttention.IPS_R	mi_rank	RF	['AUs_mouth_I', 'Head_Ry_I', 'Head_Ty_I']	['AUs_mouth_I_t7', 'Head_Ty_I_t6', 'Head_Ry_I_t6']	[0.3979184582408356, 0.34093437070430704, 0.2611471710548574]	0.52	0.52
DorsalAttention.IPS_R	k_medoids	LREG	['AUs_mouth_I', 'AU_all_I', 'Pupil_area_P', 'ReactionTime_P', 'TypeTokenRatio_P', 'Angry_I', 'LexicalRichness_P', 'SpeechRate_P', 'ReactionTime_I', 'Subjectivity_P', 'Head_Rz_I', 'TypeTokenRatio_I', 'IPU_P', 'Polarity_P', 'Head_Tz_I', 'disc_IPU_P', 'Smiles_I', 'IPU_I', 'Subjectivity_I', 'Head_Rx_I', 'Neutral_I', 'Feedbacks_P', 'disc_IPU_I', 'UnionSocioItems_I', 'Feedbacks_I', 'UnionSocioItems_P', 'Sad_I', 'Overlap_I', 'Direct_gaze_I']	['UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'Sad_I_t6', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'TypeTokenRatio_P_t4', 'Subjectivity_P_t4', 'IPU_P_t5', 'TypeTokenRatio_P_t5', 'Subjectivity_P_t5', 'IPU_P_t6', 'TypeTokenRatio_P_t6', 'IPU_P_t7', 'TypeTokenRatio_P_t7', 'LexicalRichness_P_t7', 'LexicalRichness_P_t6', 'SpeechRate_P_t7', 'SpeechRate_P_t4', 'Overlap_I_t7', 'Angry_I_t7', 'Angry_I_t3', 'UnionSocioItems_P_t7', 'UnionSocioItems_I_t7', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t3', 'Sad_I_t5', 'TypeTokenRatio_I_t6', 'AU_all_I_t4', 'Feedbacks_P_t3', 'Feedbacks_I_t5', 'Smiles_I_t4', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'AUs_mouth_I_t7', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'Feedbacks_P_t7', 'Smiles_I_t7', 'Pupil_area_P_t7', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'Pupil_area_P_t4', 'Pupil_area_P_t3', 'Feedbacks_P_t5', 'Smiles_I_t6', 'Feedbacks_P_t4', 'Feedbacks_I_t6', 'Smiles_I_t5', 'Feedbacks_I_t4', 'Feedbacks_I_t3', 'Smiles_I_t3', 'AU_all_I_t3', 'disc_IPU_I_t3', 'Direct_gaze_I_t4', 'disc_IPU_I_t7', 'disc_IPU_I_t6', 'Head_Rx_I_t7', 'disc_IPU_P_t3', 'AU_all_I_t5', 'IPU_I_t6', 'AU_all_I_t6', 'IPU_I_t7', 'AU_all_I_t7', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'ReactionTime_P_t7', 'Polarity_P_t3', 'IPU_I_t3', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'Head_Tz_I_t3', 'Head_Rz_I_t3', 'Neutral_I_t7', 'ReactionTime_P_t3', 'ReactionTime_I_t4', 'Neutral_I_t5', 'disc_IPU_P_t7']	[0.12893088476398187, 0.11940027494472337, 0.0916794674785784, 0.07839828448372188, 0.04703607300549753, 0.04279436874363535, 0.03729531479997504, 0.0340938175433244, 0.03399770519937272, 0.033655903658360076, 0.03048107696631137, 0.029076177908453495, 0.027779298848555588, 0.02767682114747942, 0.02201229278561712, 0.021866878789990128, 0.021724336444366058, 0.02113669867318112, 0.019858716058121857, 0.01950389782849206, 0.01811870267157245, 0.01693540677912531, 0.014889608652000246, 0.014706736944091397, 0.01093887405286482, 0.010128757761280057, 0.010026415679825122, 0.008962810243960678, 0.006894397143540959]	0.51	0.52
FrontoParietal.LPFC_L	k_medoids	RF	['IPU_P', 'ReactionTime_P', 'Head_Rx_I', 'Overlap_I', 'Neutral_I', 'SpeechRate_P', 'IPU_I', 'Direct_gaze_I', 'disc_IPU_P', 'ReactionTime_I', 'disc_IPU_I', 'Polarity_P', 'Angry_I', 'Feedbacks_I', 'LexicalRichness_P', 'Feedbacks_P', 'FilledBreaks_I', 'Particles_I']	['IPU_P_t7', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'ReactionTime_P_t7', 'ReactionTime_P_t5', 'Polarity_P_t7', 'IPU_I_t7', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'disc_IPU_P_t7', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'SpeechRate_P_t6', 'SpeechRate_P_t5', 'FilledBreaks_I_t6', 'FilledBreaks_I_t3', 'Feedbacks_I_t7', 'Feedbacks_I_t6', 'Feedbacks_I_t5', 'disc_IPU_I_t5', 'Head_Rx_I_t5', 'Direct_gaze_I_t7', 'ReactionTime_P_t3', 'ReactionTime_I_t7', 'Neutral_I_t3', 'LexicalRichness_P_t7', 'Overlap_I_t7', 'Overlap_I_t5', 'Overlap_I_t4', 'Particles_I_t7', 'Angry_I_t7']	[0.23693090706115544, 0.0992350428197088, 0.09315937220899802, 0.08044556059698517, 0.0774228997097251, 0.07352346132068385, 0.05930242514503054, 0.03713531972263397, 0.0312675139356814, 0.0310750731215157, 0.030705735958176772, 0.029942416753118324, 0.02818192434117019, 0.027966762483604062, 0.024340502023571773, 0.020175062588154494, 0.01304309411640809, 0.00614692609367839]	0.54	0.54
